"","symbol","week52change","week52high","week52low","marketcap","employees","day200MovingAvg","day50MovingAvg","float","avg10Volume","avg30Volume","ttmEPS","companyName","sharesOutstanding","maxChangePercent","year5ChangePercent","year2ChangePercent","year1ChangePercent","ytdChangePercent","month6ChangePercent","month3ChangePercent","month1ChangePercent","day30ChangePercent","day5ChangePercent","nextEarningsDate","peRatio","beta","ttmDividendRate","nextDividendDate","dividendYield","exDividendDate"
"410","MPW",0.259209,19.26,13.98,8238568780,77,17.84,18.21,441277559.266,4829923,3611553.7,2.62,"Medical Properties Trust, Inc.",446293000,0.629091,0.348382,0.375288,0.254929,0.181062,0.012617,0.018202,0.01708,0.033016,-0.034519,"2019-11-04",7.05,0.578932089671518,1,NA,0.0541711809317443,"2019-09-11"
"411","MED",-0.574062,253.9,96.4,1255207800,420,126.51,107.14,11416319.112,318144.8,362727.53,6.0183,"Medifast, Inc.",11836000,29.382,4.211321,2.223212,-0.551225,-0.162521,-0.216534,-0.239948,0.044931,0.027716,0.042568,"2019-11-07",17.62,1.08772049584733,2.73,"0000-00-00",0.0257425742574257,"2019-06-27"
"412","MCC",-0.308673,4,2.19,147624540,NA,2.92,2.59,54412117.536,88403.1,96367.2,-1.6239,"Medley Capital Corp.",54474000,-0.82012,-0.732738,-0.564238,-0.308673,0.034351,-0.158385,0.092742,0.014981,-0.02518,0.030418,"2019-12-05",-1.67,0.19074905263272,NA,NA,NA,"2019-02-21"
"413","MCV",-0.067358,25.22,20.55,NA,NA,24.24,23.19,NA,2802.2,3775.8,NA,"Medley Capital Corp.",0,0.002879,0.018765,-0.01446,-0.067358,-0.054163,-0.047231,-0.046843,-0.016807,-0.025,-0.004679,NA,NA,0.0424423074892605,NA,NA,NA,NA
"414","MCX",-0.02019,26.19,22.75,NA,NA,24.78,24.35,NA,3426.9,3391.93,NA,"Medley Capital Corp.",0,0.012077,0.012077,-0.037133,-0.020026,-0.003751,-0.01131,7.3e-05,-4e-06,0.007603,0.016706,NA,NA,0.0502201342056141,NA,NA,NA,NA
"415","MDLQ",-0.229041,25.38,12.04,NA,NA,18.74,17.92,NA,13948.9,14379.4,NA,"Medley LLC",0,-0.284853,-0.284853,-0.295329,-0.229041,-0.145018,0.26781,0.156049,0.025067,0.049436,-0.014455,NA,NA,0.356065212264181,NA,NA,NA,NA
"416","MDLX",-0.251227,24.66,11.3,NA,NA,17.94,17.55,NA,6099.1,6130.53,NA,"Medley LLC",0,-0.263307,-0.263307,-0.273824,-0.250962,-0.107,0.25387,0.081242,-0.01578,0.033541,-0.023132,NA,NA,0.435095805256184,NA,NA,NA,NA
"417","MDLY",-0.35,5.74,2.16,19915298,76,3.36,3.07,5511406.26,19342.7,29374.6,-0.3515,"Medley Management, Inc.",5892000,-0.816463,-0.816463,-0.557353,-0.35619,-0.112861,0.018072,0.352,0.005952,0,0.004995,"2019-11-13",-9.62,0.119323255883654,NA,NA,NA,"2019-04-12"
"418","MD",-0.506082,48.77,19.93,1983216150,16085,28.95,22.64,80823510.963,920676.8,784282.03,-1.5143,"MEDNAX, Inc.",84213000,3.684585,-0.481993,-0.450788,-0.502219,-0.281136,-0.237864,-0.086501,0.086756,0.054163,0.051339,"2019-11-04",-15.55,0.826873176236381,NA,NA,NA,NA
"419","MDT",0.130502,111.24,81.66,147140948900,90000,94.15,103.61,1339852037.15,4905093.8,4896498.53,3.2944,"Medtronic Plc",1341670000,0.973511,0.519724,0.082233,0.142039,0.247384,0.193492,0.126901,0.067244,0.071729,0.016122,"2019-11-19",33.29,0.665959478179595,2.04,"2019-09-26",0.0186012583204158,"2019-09-26"
"420","MFAC",0.067227,10.18,9.45,214998016,3,9.95,10.11,NA,63697.4,56123.53,0.0732,"Megalith Financial Acquisition Corp.",16929000,0.049674,0.049674,0.049674,0.067227,0.047423,0.023162,0.00994,0.001972,0.005941,-0.000983,NA,138.8,0.0135063039199638,NA,NA,NA,NA
"421","MRK",0.18048,87.35,66.1,211512991800,69000,80.24,84,2558690149.2,8837379.6,8445071.7,3.5977,"Merck & Co., Inc.",2560380000,0.429496,0.423352,0.241681,0.173104,0.092869,0.015489,-0.008283,-0.028803,-0.02202,-0.010303,"2019-10-29",22.96,0.662306321808498,2.13,"2019-09-13",0.0257838034136303,"2019-09-13"
"422","MCY",0.058415,65.22,47.96,3038989500,4400,54.89,57.24,27265492.735,182366.8,187065.4,3.5395,"Mercury General Corp.",55355000,0.449177,0.144685,0.015565,0.090151,0.082627,0.067886,-0.08637,0.034873,-0.022958,-0.004533,"2019-10-28",15.51,0.604104852783595,2.5075,NA,0.0456739526411658,"2019-09-11"
"423","MDP",-0.284542,62.4,31.43,1693348320,5670,53.62,48.26,39052342.21,1420047.3,784947.77,-0.7051,"Meredith Corp.",40070000,0.567863,0.344182,0.063492,-0.288615,-0.273309,-0.345496,-0.281388,-0.161673,-0.302122,0.074212,"2019-10-24",-53.17,0.780749112048774,2.24,NA,0.059749266471059,"2019-08-29"
"424","MTH",0.530222,69.57,32.02,2636029660,765,49.35,61.35,36818282.99,521771.9,599024.7,5.2675,"Meritage Homes Corp.",38281000,2.134444,0.35834,0.365026,0.530222,0.827495,0.591035,0.31739,0.111721,0.073422,0.048097,"2019-10-24",13.07,0.821320363719871,NA,NA,NA,NA
"425","MTOR",-0.027898,25.78,15.01,1668941800,8600,20.63,20.39,78066755.26,788915.8,813919.43,3.3318,"Meritor, Inc.",82580000,0.642294,0.675933,0.350029,-0.013184,0.174317,-0.047597,-0.117852,0.124027,-0.057809,0.063125,"2019-11-13",6.07,1.28687998430493,NA,NA,NA,NA
"426","PIY",-0.211446,17.31,9.5,NA,NA,12.55,13.08,NA,4309.8,5460.97,NA,"PreferredPlus Trust",0,-0.557267805081216,-0.584278451310129,-0.604979561501301,-0.211446,0.305085,-0.041026,-0.008333,-0.010582,-0.044526,0.046363,NA,NA,0.287514408681067,NA,NA,NA,NA
"427","MTR",-0.452632,15,6.41,14536002,NA,11.63,8.93,NA,7326.7,12102.3,1.2035,"Mesa Royalty Trust",1863590,-0.683431,-0.501767,0.02727,-0.45453,-0.343274,-0.321739,-0.377906,0.167665,0.069959,0.007752,NA,6.48,0.455599404618941,1.2034701,NA,0.154291038461538,NA
"428","MSB",-0.116129,32.67,21.55,323539447,NA,27.91,25.66,13109920.71231,49876,66933.27,2.9873,"Mesabi Trust",13120010,5.645233,0.515933,1.187591,-0.119286,0.004481,-0.155479,-0.156346,0.033962,-0.051538,0.07264,NA,8.25,0.886687865426951,3.43,NA,0.139091646390916,"2019-07-29"
"429","MEI",-0.042969,38.6,20.99,1363094250,6187,27.82,29.49,35525129.253,265947.3,221139.43,2.5689,"Methode Electronics, Inc.",37091000,2.690123,0.07518,-0.272749,-0.029062,0.537014,0.217694,0.409666,0.380023,0.296296,0.025963,"2019-12-05",14.31,1.36363113311242,0.44,"0000-00-00",0.0119727891156463,"2019-07-11"
"430","MET",0.039544,51.16,37.76,45295989760,48000,45.64,47.56,791313543.168,6260138.8,6782725.07,6.13,"MetLife, Inc.",936448000,0.770461,-0.0501,-0.103091,0.047196,0.160787,0.057962,0.000621,0.066593,0.022838,0.042457,"2019-10-30",7.89,1.03500588322253,1.7,NA,0.0351457514988629,"2019-08-05"
"431","MCB",-0.076606,46.42,29.05,334963200,153,38,40.22,7745537.28,15568.3,10565.77,3.3886,"Metropolitan Bank Holding Corp.",8320000,0.121473,0.121473,0.121473,-0.083959,0.328274,0.077912,-0.027301,0.050626,0.008517,0.031514,"2019-10-25",11.88,0.701490992625588,NA,NA,NA,NA
"432","MTD",0.168833,873.51,500.74,17546217000,16000,699.69,733.44,24170369.184,203209.2,217895.17,21.9386,"Mettler-Toledo International, Inc.",24609000,24.512072,2.215291,0.402108,0.168259,0.305765,0.008715,-0.099076,0.071874,-0.006715,0.049208,"2019-11-07",32.5,1.12341589488344,NA,NA,NA,NA
"433","MXE",-0.065905,13.05,9.28,NA,NA,10.64,10.35,NA,2627.4,4451.7,NA,"Mexico Equity & Income Fund, Inc.",0,0.521438,-0.268617,0.007787,-0.065905,0.033042,0.030029,-0.033197,0.063,0.051434,0.012381,NA,NA,0.553591035818967,NA,NA,NA,NA
"434","MXF",-0.176947,16.5,11.85,NA,NA,13.63,12.82,NA,32044.1,23198.87,NA,"The Mexico Fund, Inc.",0,0.270683,-0.474914,-0.141555,-0.176947,-0.022206,-0.040668,-0.038574,0.111018,0.053429,0.016154,NA,NA,0.513140958849138,NA,NA,NA,NA
"435","MFA",-0.037711,7.75,6.4,3334114400,59,7.23,7.25,447201610.58,2229241.3,2328457.8,0.7053,"MFA Financial, Inc.",450556000,-0.135417,-0.075495,-0.065081,-0.038961,0.104478,0.006803,0.034965,0.013699,0.037868,0.010929,"2019-11-07",10.49,0.404181491100878,0.8,"0000-00-00",0.108108108108108,"2019-06-28"
"436","MFO",0.013545,27.04,25.1,11800061640,NA,25.92,26.1,NA,5311.5,7109.53,NA,"MFA Financial, Inc.",0,0.04783,0.01067,0.010277,0.01349,0.032729,0.007308,0.019066,0.014723,0.010807,-0.000382,NA,NA,0.0584515821959493,NA,NA,NA,NA
"437","MCR",0.049305,8.4,6.99,NA,NA,7.89,8.27,NA,97234.7,81268.3,NA,"MFS Charter Income Trust",0,-0.067836,-0.139309,-0.081448,0.049305,0.118598,0.073739,0.019656,0.017157,-0.008363,-0.005988,NA,NA,0.10841976511813,NA,NA,NA,NA
"438","MGF",0.02027,4.68,4.29,NA,NA,4.5,4.58,NA,65593.1,55057.17,NA,"MFS Government Markets Income Trust",0,-0.349275,-0.228522,-0.092929,0.02027,0.004435,0.029545,-0.025806,-0.013072,-0.015217,-0.010917,NA,NA,-0.0215033219652485,NA,NA,NA,NA
"439","MIN",0.005291,3.89,3.62,NA,NA,3.76,3.82,NA,207639.8,242271.97,NA,"MFS Intermediate Income Trust",0,-0.482759,-0.296435,-0.127907,0.005291,0.035422,0.027027,-0.005236,0.002639,-0.007833,0,NA,NA,-0.0455748763385762,NA,NA,NA,NA
"440","MMT",0.03351,5.97,5.01,NA,NA,5.64,5.84,NA,198248.2,185167.07,NA,"MFS Multimarket Income Trust",0,-0.067961,-0.135135,-0.067961,0.03351,0.120459,0.052065,0.01209,0.01209,-0.00846,0.003425,NA,NA,0.0991400441442643,NA,NA,NA,NA
"441","MFM",0.051672,7.2,6.04,NA,NA,6.81,7.07,NA,63794.5,65069,NA,"MFS Municipal Income Trust",0,-0.074425,0.023952,-0.033898,0.051672,0.089764,0.025185,-0.022599,-0.021216,-0.034868,-0.025352,NA,NA,-0.0545400985660593,NA,NA,NA,NA
