symbol,companyName,exchange,industry,website,description,CEO,securityName,issueType,sector,employees,address,address2,state,city,zip,country,phone
ATRO,Astronics Corp.,NASDAQ,Aerospace & Defense,http://www.astronics.com,"Astronics Corp. engages in the provision of electrical power generation and distribution systems. It includes motion systems, lighting and safety systems, avionics products, aircraft structures, systems certification, and automated test systems. It operates through the Aerospace and Test Systems segments. The Aerospace segment designs and manufactures products for the global aerospace industry. The Test Systems segment designs, develops, manufactures and maintains communications and weapons test systems and training and simulation devices for military applications. The firm's products and solutions include Aircraft Data Systems, Aircraft Electrical Power Systems, Airfield Lighting, Custom Design & Manufacturing, Emergency Systems, Enhanced Vision Systems, IFC Antennas and Radome Systems, Inflight Entertainment System Hardware, Interiors & Structures, Lighting Systems, Seat Actuation Systems, Simulation & Training, Systems Certification, Test & Measurement and VIP IFEC & CMS Systems. The company was founded in 1968 and is headquartered in East Aurora, NY.",Peter J. Gundermann,Astronics Corporation,cs,Electronic Technology,2700,130 Commerce Way,,NY,East Aurora,14052-2191,US,1.716.805.1599
ATRS,"Antares Pharma, Inc.",NASDAQ,Medical Specialties,http://www.antarespharma.com,"Antares Pharma, Inc. engages in the development and commercialization of self-administered parenteral pharmaceutical products and technologies. Its proprietary products include XYOSTED (testosterone enanthate) injection, OTREXUP (methotrexate) injection for subcutaneous use, and Sumatriptan Injection. The company was founded in February 1979 and is headquartered in Ewing, NJ.",Robert F. Apple,"Antares Pharma, Inc.",cs,Health Technology,165,100 Princeton South,,NJ,Ewing,08628,US,1.609.359.3020
ATSG,"Air Transport Services Group, Inc.",NASDAQ,Airlines,http://www.atsginc.com,"Air Transport Services Group, Inc. engages in the provision of airline operations, aircraft leases, aircraft maintenance and other support services primarily to the cargo transportation and package delivery industries. It operates through the following segments: CAM, ACMI Services, and MRO Services. The CAM segment consists of the company's aircraft leasing operations. The ACMI Services segment consists of the company's airline operations, including CMI agreements as well as ACMI, charter service and passenger service agreements that the company has with its customers. The MRO Services segment provides airframe maintenance services, aircraft modifications and other maintenance services. The company's other business operations includes load transfer and sorting service, maintenance services for ground equipment, facilities and material handling equipment, the sales of aviation fuel and other services. Air Transport Services Group was founded on April 16, 1980 and is headquartered in Wilmington, OH.",Joseph C. Hete,"Air Transport Services Group, Inc.",cs,Transportation,3830,145 Hunter Drive,,OH,Wilmington,45177,US,1.937.382.5591
ATVI,"Activision Blizzard, Inc.",NASDAQ,Recreational Products,http://www.activisionblizzard.com,"Activision Blizzard, Inc. engages in the development and publication of interactive entertainment. It operates through the following segments: Activision, Blizzard, and King. The Activision segment develops and publishes interactive software products and entertainment content, particularly for the console platform. The Blizzard segment develops and publishes interactive software products and entertainment content, particularly for the PC platform. The King segment develops and publishes interactive entertainment content and services, particularly on mobile platforms, such as Google's Android and Apple's iOS. The company was founded in 1979 and is headquartered in Santa Monica, CA.",Robert A. Kotick,"Activision Blizzard, Inc.",cs,Consumer Durables,9900,3100 Ocean Park Boulevard,,CA,Santa Monica,90405,US,1.310.255.2000
AUBN,"Auburn National Bancorporation, Inc.",NASDAQ,Regional Banks,http://www.auburnbank.com,"Auburn National Bancorporation, Inc. is a bank holding company, which engages in the provision of banking services to commercial and retail customers. The company offers commercial and consumer loan and deposit services to individuals, and small and middle market businesses in East Alabama, including Lee County and surrounding area. It also offers checking, savings, transaction deposit accounts, certificates of deposit, and residential mortgage lending. The company was founded in 1990 and is headquartered in Auburn, AL.",Robert W. Dumas,"Auburn National Bancorporation, Inc.",cs,Finance,158,100 North Gay Street,,AL,Auburn,36830,US,1.334.821.9200
AUDC,AudioCodes Ltd.,NASDAQ,Telecommunications Equipment,http://www.audiocodes.com,"AudioCodes Ltd. engages in the design, development, and sale of voice-over-internet protocol (VoIP), converged VoIP and data networking products and communications applications for service providers and enterprises. Its products and solutions include IP phones, session border controllers, media gateways, multi-service business routers, residential gateways, media servers, mobile communications solutions, value added applications, and professional services. The company was founded by Shabtai Adlersberg in 1992 and is headquartered in Lod, Israel.",Shabtai Adlersberg,AudioCodes Ltd.,cs,Electronic Technology,706,1 Hayarden Street,,Tel,Lod,Aviv,IL,972.3.976.4000
AUPH,"Aurinia Pharmaceuticals, Inc.",NASDAQ,Biotechnology,http://www.auriniapharma.com,"Aurinia Pharmaceuticals, Inc. operates as a clinical stage biopharmaceutical company, which engages in the development of a therapeutic drug to treat autoimmune diseases particularly lupus nephritis. The company was founded by Robert Foster, Richard Glickman and Michael Martin on June 16, 1993 and is headquartered in Victoria, Canada.",Peter S. Greenleaf,Aurinia Pharmaceuticals Inc.,cs,Health Technology,39,4464 Markham Street,,BC,Victoria,V8Z,CA,1.250.744.2487
AVAV,"AeroVironment, Inc.",NASDAQ,Aerospace & Defense,http://www.avinc.com,"AeroVironment, Inc. engages in the design, development, production, support, and operation of unmanned aircraft systems and electric transportation solutions. The company was founded in July 1971 by Paul B. MacCready, Jr. and is headquartered in Monrovia, CA.",Wahid Nawabi,"AeroVironment, Inc.",cs,Electronic Technology,699,900 Innovators Way,,CA,Simi Valley,93065-0906,US,1.805.520.8350
AVEO,"AVEO Pharmaceuticals, Inc.",NASDAQ,Biotechnology,http://www.aveooncology.com,"AVEO Pharmaceuticals, Inc. is a biopharmaceutical company, which engages in the advancement of therapeutics for oncology, and other areas of unmet medical need. Its product candidates include Tivozanib, Ficlatuzmab, AV-203, AV-380 and AV-353. The company was founded by Ronald A. DePinho, Lynda Chin, and Kenneth E. Weg on October 19, 2001 and is headquartered in Cambridge, MA.",Michael P. Bailey,"AVEO Pharmaceuticals, Inc.",cs,Health Technology,17,One Broadway,,MA,Cambridge,02142,US,1.617.588.1960
AVGO,"Broadcom, Inc.",NASDAQ,Semiconductors,http://www.broadcom.com,"Broadcom, Inc., is a holding company, which engages in the design, development, and supply of analog and digital semiconductor connectivity solutions. It operates through the following segments: Wired Infrastructure, Wireless Communications, Enterprise Storage, and Industrial and Other. The Wired Infrastructure segment provides semiconductor solutions for enabling the Set-top Box and broadband access markets. The Wireless Communications segment includes mobile handsets and tablets. The Enterprise Storage segment offers storage products the enable secure movement of digital data to and from host machines such as servers, personal computers, and storage systems to the underlying storage devices. The Industrial and Other segment consists of a variety of products for the general industrial and automotive markets. The company was founded in 1961 and is headquartered in San Jose, CA.",Hock E. Tan,Broadcom Inc.,cs,Electronic Technology,15000,1320 Ridder Park Drive,,CA,San Jose,95131,US,1.408.433.8000
AVID,"Avid Technology, Inc.",NASDAQ,Computer Peripherals,http://www.avid.com,"Avid Technology, Inc. engages in the provision of technology services for media and entertainment industry. It develops, markets, sells, and supports software and integrated solutions for video and audio content creation, management and distribution. The company was founded by William J. Warner in September 1987 and is headquartered in Burlington, MA.",Jeff Rosica,"Avid Technology, Inc.",cs,Electronic Technology,1740,75 Network Drive,,MA,Burlington,01803,US,1.978.640.6789
AVNW,"Aviat Networks, Inc.",NASDAQ,Telecommunications Equipment,http://www.aviatnetworks.com,"Aviat Networks, Inc. engages in the design, manufacture, and sale of wireless networking products and solutions. Its product includes wireless transmission networking systems for microwave and millimeter wave networking applications such as microwave routers, microwave switches, and split mount RF unit. It also offers services such as network planning and design, site surveys and construction, systems integration, installation, maintenance, network monitoring, training, and customer services. It operates through the following geographical segments: North America, Africa and the Middle East, Europe and Russia, and Latin America and Asia Pacific. The company was founded in 1984 and is headquartered in Milpitas, CA.",Michael Antonio Pangia,"Aviat Networks, Inc.",cs,Electronic Technology,738,860 North McCarthy Boulevard,,CA,Milpitas,95035,US,1.408.941.7100
