"","symbol","week52change","week52high","week52low","marketcap","employees","day200MovingAvg","day50MovingAvg","float","avg10Volume","avg30Volume","ttmEPS","companyName","sharesOutstanding","maxChangePercent","year5ChangePercent","year2ChangePercent","year1ChangePercent","ytdChangePercent","month6ChangePercent","month3ChangePercent","month1ChangePercent","day30ChangePercent","day5ChangePercent","nextEarningsDate","exDividendDate","peRatio","beta","ttmDividendRate","nextDividendDate","dividendYield"
"274","PK",-0.218056,33.74,23.02,5256311610,517,28.58,25.22,200352573.477,2522590.1,2153386.37,1.4056,"Park Hotels & Resorts, Inc.",201623000,0.098621,0.098621,0.258294,-0.218056,0.019953,-0.169216,-0.080748,0.089883,0.039059,0.034934,"2019-10-31","2019-09-27",18.55,0.842625395185908,2.03,"2019-09-27",0.077867280398926
"275","PKD",49.951276,24.09,10.67,330388200,2425,12.36,16.47,15010231.005,138913.6,62679.2,-21.6126,"Parker Drilling Co.",15045000,43.431555,43.431555,43.431555,49.951276,49.951276,49.951276,0.111899,0.707621,0.462051,0.096355,"2019-11-06",NA,-1.02,-2.6386898670603,NA,NA,NA
"276","PH",-0.027847,193.19,140.82,23405985660,55610,167.37,168.11,127639879.71,853162.9,718645.63,11.6428,"Parker-Hannifin Corp.",128442000,5.766233,0.42909,0.111495,-0.027847,0.211716,0.046938,0.12801,0.126128,0.078348,0.026879,"2019-10-31","2019-08-27",15.65,1.28838929145375,3.16,NA,0.017340723261812
"277","PE",-0.333333,31.05,13.72,5858120183,527,18.14,16.87,268182806.83,4215802.7,5000265.43,0.9296,"Parsley Energy, Inc.",281117000,-0.095495,-0.095495,-0.373088,-0.333333,0.140567,0.008724,0.052332,0.159875,0.244953,0.045198,"2019-11-06","2019-09-19",19.9,1.4708613751061,NA,"2019-09-19",NA
"278","PSN",0.223811,38.82,29.03,3659208000,15633,34.56,35.77,99351076.86,313997.1,257236.23,1.0234,"Parsons Corp.",99435000,NA,NA,NA,0.223811,0.223811,0.223811,0.174968,0.077283,-0.010487,0.073199,"2019-11-27",NA,35.96,0.0480085240820369,NA,NA,NA
"279","PRTY",-0.589655,14.97,4.07,561900150,19900,8.25,5.6,53841366.81,2023856,2382052.9,1.1989,"Party City Holdco, Inc.",94437000,-0.676812,-0.676812,-0.571154,-0.589655,-0.40201,-0.304907,-0.122419,0.26327,-0.014901,0.114232,"2019-11-07",NA,4.96,0.914997487557325,NA,NA,NA
"280","PAYC",0.33202,259.71,107.46,12248546860,3050,191.85,238.29,49022287.941,779808.5,631970.77,2.7154,"Paycom Software, Inc.",58421000,12.515309,12.784718,2.185811,0.33202,0.751546,0.153944,-0.044916,-0.131555,-0.113563,-0.083333,"2019-11-11",NA,77.21,1.52476551282017,NA,NA,NA
"281","PBF",-0.508637,53.91,21.09,3069286912,3266,30.3,25.32,100954584.608,1983199.6,2006659.83,0.1978,"PBF Energy, Inc.",119894000,0.28381,0.082557,0.535308,-0.508637,-0.237414,-0.236277,0.04961,0.177553,0.044898,0.047463,"2019-10-31","2019-08-14",129.42,1.38331386639438,1.2,NA,0.046875
"282","PBFX",-0.044295,23.69,19.17,1326648240,82,21.01,20.97,27059835.447,65510.7,77704.2,1.6183,"PBF Logistics LP",62109000,-0.243136,-0.243136,0.004796,-0.044295,0.04246,0.000937,0.067466,0.087023,0.007072,0.006598,"2019-10-31","2019-08-14",13.2,0.455814330312543,2.01,NA,0.0941011235955056
"283","BTU",-0.568831,44.14,16.41,1891736000,7400,26.82,20.02,102152811.6,1294779.6,1083343.77,4.3039,"Peabody Energy Corp.",103600000,0.07156,0.07156,0.206612,-0.568831,-0.413804,-0.389298,-0.175248,-0.047967,-0.008686,0.016138,"2019-10-08","2019-08-20",4.24,0.978981784472537,0.525,NA,0.0287513691128149
"284","PSO",-0.007306,13.19,9.67,NA,24000,10.98,10.38,NA,167781.8,179854.53,0.7442,"Pearson Plc",NA,0.332075,-0.433084,0.135048,-0.007306,-0.085017,-0.010018,0.074111,0.102434,0.077304,0.032289,NA,"2019-08-15",14.61,0.520643714523346,0.242013,NA,0.0222643054277829
"285","PEB",-0.215847,37.09,25.64,3749167100,50,30.08,27.28,129103679.469,883891.1,936953.93,-0.403,"Pebblebrook Hotel Trust",130633000,0.631296,-0.017668,0.077171,-0.215847,0.029043,-0.105919,0.001046,0.079353,0.061783,0.007018,"2019-10-24","2019-06-27",-71.22,0.929861249604364,1.52,NA,0.0529616724738676
"286","PBA",0.120157,38.56,28.3,18930615000,2162,35.75,37.03,509701054.5,1042401.1,780523.77,2.2982,"Pembina Pipeline Corp.",511500000,0.364865,-0.098444,0.097145,0.120157,0.218637,-0.008838,0.038149,0.002438,-0.003232,-0.004037,"2019-10-31","2019-09-24",16.1,0.67186161008232,1.7374685947401,NA,0.0469459225814672
"287","PEI",-0.447853,9.89,4.34,418764600,274,6.38,5.63,60195472.525,2357985.4,1988357.57,-1.7976,"Pennsylvania Real Estate Investment Trust",77549000,-0.734715,-0.553488,-0.363184,-0.447853,-0.117647,-0.084746,-0.20937,0.186813,-0.067358,-0.001848,"2019-10-29","2019-08-30",-3,1.14553708953921,0.84,NA,0.155555555555556
"288","PFSI",0.418353,32.24,18.77,2369214980,3460,23.05,26.38,61917004.546,509365.6,385612.3,2.746,"PennyMac Financial Services, Inc.",78607000,0.232461,0.566201,0.431003,0.418353,0.405784,0.314435,0.415688,0.125887,0.191775,-0.024595,"2019-11-11","2018-08-10",10.98,0.727313657198628,NA,NA,NA
"289","PMT",0.081572,22.62,17.88,1932640874,3,20.97,22.04,85797400.8066,786243.5,1271434.23,2.5168,"PennyMac Mortgage Investment Trust",87807400,2.405616,-0.064295,0.245294,0.081572,0.168259,0.060212,0.012885,0.008708,0.003191,-0.000454,"2019-11-11","2019-07-12",8.75,0.42572450603061,1.88,NA,0.0854157201272149
"290","PAG",-0.076805,53.63,38.49,3937036400,27000,44.41,44.81,33092695.43,350953.5,350276.5,5.2958,"Penske Automotive Group, Inc.",82090000,6.955365,0.011349,0.022281,-0.076805,0.168901,0.106344,0.041929,0.118731,0.057086,0.031398,"2019-10-23","2019-08-08",9.06,0.712206909193423,1.5,NA,0.0312760633861551
"291","PNR",-0.146979,45.99,34.5,6358974160,10000,39.01,37.08,167019027.679,1086530.9,1156641.77,2.1411,"Pentair Plc",168049000,1.159351,-0.486026,-0.415645,-0.146979,0.001853,-0.131911,0.059351,0.045882,0.015839,0.026587,"2019-10-22","2019-07-18",17.67,1.05232490899549,0.71,NA,0.0187632135306554
"292","PEN",-0.025825,185.7,110.84,5184157000,2200,145.41,156.85,31993207.29,654736.8,497633.3,0.4291,"Penumbra, Inc.",34793000,2.179419,2.179419,0.531312,-0.025825,0.210693,-0.021089,-0.107517,0.0261,-0.080928,0.09422,"2019-11-11",NA,347.24,1.3739069312143,NA,NA,NA
"293","PFGC",0.429448,47.26,28.05,4902320000,18000,39.31,44.3,102308788.4,619683.5,700636.9,1.6073,"Performance Food Group Co.",105200000,1.111458,1.111458,0.571318,0.429448,0.472819,0.208193,0.145526,0.02193,0.090569,0.016801,"2019-11-06",NA,28.99,0.563805137631405,NA,NA,NA
"294","PKI",-0.083633,103,71.83,9626956920,12500,89.54,87.27,110095309.996,636061.5,654211.83,2.2824,"PerkinElmer, Inc. (United States)",111076000,9.734739,1.233718,0.562773,-0.083633,0.126755,-0.078273,-0.071857,0.052587,0.024468,0.034495,"2019-10-31","2019-10-17",37.97,1.29212014326191,0.28,"2019-10-17",0.00323064497519326
"295","PBT",-0.422803,8.57,4.71,226518749,NA,6.34,5.15,44075141.84944,94778.3,118462.03,0.4931,"Permian Basin Royalty Trust",46608796,0.111298,-0.508209,-0.312109,-0.422803,-0.214863,-0.36965,-0.18593,-0.02994,-0.052632,-0.014199,NA,"2019-08-29",9.86,0.650370290372281,0.493067,NA,0.101454115226337
"296","PVL",-0.322222,3.7,1.7,80520000,NA,2.71,2.54,22507749,32143.9,39137.07,0.3606,"Permianville Royalty Trust",3.3e+07,-0.849483,-0.733998,-0.044776,-0.323575,0.257732,-0.158621,-0.068702,-0.024,-0.00813,-0.016129,"2019-10-28","2019-08-29",6.77,0.531163678488789,0.343926,NA,0.140953278688525
"297","PRT",-0.422185,13.3,5.45,84918680,NA,8.27,7.53,6250270.334,37284.7,39717.47,1.0386,"PermRock Royalty Trust",12166000,-0.44129,-0.44129,-0.44129,-0.422185,-0.066845,-0.1275,-0.106274,0.01013,-0.115336,-0.029207,"2019-11-27","2019-08-29",6.72,0.502159130819636,1.038555,NA,0.14879011461318
"298","PRGO",-0.228882,75.42,36.28,7613637800,10600,48.76,50.1,135825611.27,1558156.4,1446357.1,0.6441,"Perrigo Co. Plc",136055000,3.046586,-0.614094,-0.310524,-0.228882,0.381728,0.149784,0.279086,0.21178,0.067735,0.099627,"2019-11-07","2019-08-29",86.88,1.27041552174292,0.78,NA,0.0139385275196569
"299","PRSP",0.03577,26.64,15.74,4276525950,14300,21.81,24.17,138174634.593,738389.6,809382.33,0.4502,"Perspecta, Inc.",162297000,-0.0652,-0.0652,-0.0652,0.03577,0.519608,0.271718,0.147648,0.08347,0.153678,0.02729,"2019-11-14","2019-09-03",58.53,0.928240553925665,NA,NA,NA
"300","PTR",-0.302772,83.24,47.65,NA,476223,59.96,51.62,210978239.561,121090.5,107748.77,4.3266,"PetroChina Co., Ltd.",NA,1.956086,-0.455752,-0.081566,-0.302772,-0.12855,-0.204198,-0.025698,0.088374,0.032283,0.004352,"2019-10-29",NA,12.27,0.937500137863148,NA,NA,NA
"301","PBR",0.331502,17.9,10.61,NA,68829,15.09,14.66,3721109898.88638,14427739.4,16649985.9,1.2444,"Petróleo Brasileiro SA",NA,2.738365,-0.051086,0.609967,0.331502,0.03783,-0.150205,-0.059508,0.099017,-0.027425,0.001377,"2019-10-24",NA,11.68,1.03082890552098,0.173534,NA,0.0119349381017882
"302","PBR.A",0.388123,15.74,9.05,NA,68829,13.53,13.33,NA,5513131.8,5922775.07,1.2444,"Petróleo Brasileiro SA",NA,2.738526,-0.198569,0.536,0.388123,0.029898,-0.139382,-0.054191,0.095397,-0.039618,-0.003805,"2019-10-24",NA,10.52,1.06467228990493,0.456553,NA,0.0348779984721161
"303","PFE",-0.141827,46.47,33.97,204151055500,92400,41.35,38.43,5527277823.9,21235315.4,25058251.53,2.23,"Pfizer Inc.",5531050000,0.306052,0.435217,0.245142,-0.141827,-0.14659,-0.117197,-0.139226,0.065224,-0.028684,0.002172,"2019-10-29","2019-08-01",16.55,0.739323802414427,1.42,NA,0.0384719588187483
"304","GHY",0.042182,14.69,12.6,586483910,NA,13.95,14.35,40903999.026,87133.2,93534.03,0.5305,"PGIM Global High Yield Fund, Inc.",40927000,-0.292269,-0.204596,-0.068898,0.042182,0.098084,0.013437,0.017756,0.026504,-0.01512,-0.002089,NA,NA,27.01,0.27926206735898,0.9975,NA,0.069609211444522
"305","ISD",0.046775,14.9,12.63,NA,NA,14.15,14.55,NA,228203.3,170332.07,NA,"PGIM High Yield Bond Fund, Inc.",0,-0.274137,-0.191193,-0.066881,0.046775,0.120637,0.03359,0.029268,0.041608,0.005446,0.006817,NA,NA,NA,0.298220250949735,NA,NA,NA
"306","PGTI",-0.206467,24.16,13.3,1006507480,3000,15.69,15.39,56303372.268,445272.4,386887,0.8772,"PGT Innovations, Inc.",58586000,0.023226,0.589178,0.294694,-0.206467,0.078468,0.199721,0.090102,0.228898,0.195546,0.080503,"2019-10-31",NA,19.59,0.980306885187088,NA,NA,NA
"307","PM",-0.090286,92.74,64.67,113654112000,77400,80.94,80.58,1552200890.24,6983361.9,7527841.93,5.0272,"Philip Morris International, Inc.",1555840000,0.723426,-0.007925,-0.244251,-0.090286,0.085277,-0.194864,-0.063341,-0.139677,-0.132114,-0.003411,"2019-10-17","2019-09-24",14.53,0.507648871690632,4.56,"2019-09-24",0.0624229979466119
"308","PSX",-0.088999,119.14,78.44,46143730000,14200,93.73,99.76,448367359,2076822.1,2218034.7,11.6258,"Phillips 66",4.49e+08,1.559706,0.023521,0.092793,-0.088999,0.166251,0.041025,0.196252,0.039866,0.032657,0.005873,"2019-11-01","2019-08-19",8.84,1.06383986709854,3.3,NA,0.0321105380947747
"309","PSXP",0.114672,58.21,40.76,13045660120,600,50.27,52.98,52541204.086,392938.9,431820.17,4.5149,"Phillips 66 Partners LP",225938000,0.67037,-0.112364,-0.046145,0.114672,0.351592,0.095636,0.162004,0.102961,0.0996,0.04036,"2019-11-01","2019-07-30",12.79,0.527925737333887,3.224,NA,0.055836508486318
"310","FENG",-0.309417,5.1,2.56,NA,1447,3.57,2.95,33042754.0707206,95018.8,76316.07,-0.4947,"Phoenix New Media Ltd.",NA,-0.718644,-0.563617,0.25,-0.309417,-0.015974,-0.252427,-0.129944,-0.019108,0.140741,0.051195,"2019-11-18",NA,-6.23,1.01111708157553,NA,NA,NA
"311","PHR",0.080941,29.38,22.05,969480710,436,26.31,26.31,10223068.592,278106.4,202107.93,-11.0614,"Phreesia, Inc.",35761000,NA,NA,NA,0.080941,0.080941,0.080941,0.080941,0.016498,0.009308,0.204354,"2020-01-01",NA,-2.45,-0.0592647292461721,NA,NA,NA
"312","DOC",0.000581,19.16,15.18,3193011910,70,17.7,17.32,184161177.871,1617207.2,1467144.5,0.2771,"Physicians Realty Trust",185317000,12.496296,0.403698,-0.051536,0.000581,0.116656,-0.049117,-0.062058,-0.022134,0.008782,-0.019351,"2019-11-11","2019-07-02",62.18,0.507815809285597,0.92,NA,0.0533952408589669
"313","PDM",0.046036,21.4,16.43,2572262350,134,19.87,20.08,123946568.2,569273.2,635636.43,0.95,"Piedmont Office Realty Trust, Inc.",125783000,0.355128,0.137171,-0.01857,0.046036,0.220167,-0.000489,-0.020125,0.023524,0.008383,0.014888,"2019-10-21","2019-08-29",21.53,0.560326855514141,0.84,NA,0.0410757946210269
"314","PIR",-0.768713,36.4,3.04,33680780,18000,13.39,4.78,3714053.274,457168.5,228606.63,-61.981,"Pier 1 Imports, Inc.",4258000,-0.935149,-0.944618,-0.857347,-0.768713,0.272932,-0.386536,-0.389472,1.279539,1.340237,0.292484,"2019-09-25","2018-01-16",-0.13,2.23525101522103,NA,NA,NA
"315","PCQ",0.160747,20,14.35,NA,NA,18.03,19.44,NA,38860.2,34317,NA,"PIMCO California Municipal Income Fund",0,0.305874,0.244369,0.081899,0.160747,0.165659,0.098575,0.03212,-0.011282,-0.016327,-0.027245,NA,"2019-04-10",NA,0.0386751314443418,NA,NA,NA
"316","PCK",0.103044,10.37,7.55,NA,NA,9.08,9.97,NA,50316.9,58600.73,NA,"PIMCO California Municipal Income Fund II",0,-0.361066,-0.025744,-0.082883,0.103162,0.179099,0.073618,-0.003069,-0.067228,-0.069071,-0.042581,NA,"2019-04-10",NA,0.0482189935309572,NA,NA,NA
"317","PZC",0.000946,11.56,9.02,235775300,NA,10.74,11.32,21207676.245,45419.2,39261.23,-0.1583,"PIMCO California Municipal Income Fund III",22285000,-0.249645,0.005703,-0.161648,0.000435,0.086242,-0.023084,-0.041006,-0.050269,-0.078397,-0.064545,NA,"2019-04-10",-66.84,0.0584298380458115,0.54,NA,0.0510396975425331
"318","PCM",-0.046875,11.73,9.35,NA,NA,10.99,11.18,NA,46029.8,46433.43,NA,"PCM Fund, Inc.",0,-0.186562,-0.057167,0.070545,-0.046875,0.068093,-0.013477,-0.044386,0,-0.034301,-0.00363,NA,"2019-04-10",NA,0.255467011677799,NA,NA,NA
"319","PTY",-0.007765,18.98,13.3,NA,NA,17.33,18.22,NA,213316,299377.33,NA,"PIMCO Corporate & Income Opportunity Fund",0,0.148172,-0.03504,0.091463,-0.007765,0.14606,0.037703,-0.04992,0.026391,-0.044848,-0.014325,NA,"2019-04-10",NA,0.502956457344878,NA,NA,NA
"320","PCN",-0.039332,18.86,13.35,NA,NA,16.88,17.77,NA,93289.2,109047.87,NA,"PIMCO Corporate & Income Strategy Fund",0,0.170155,0.032777,0.029097,-0.039062,0.164925,0.042373,-0.008616,0.044815,-0.024877,-0.021131,NA,"2019-04-10",NA,0.617891857601983,NA,NA,NA
"321","PCI",0.002068,24.65,19.35,3329565450,NA,23.38,24.16,137382570.06,325475.7,490056.73,2.1589,"PIMCO Dynamic Credit & Mortgage Income Fund",137415000,-0.0488,0.021039,0.069245,0.002068,0.140235,0.019781,-0.002059,0.018495,-0.015041,-0.007781,NA,"2019-04-10",11.22,0.478816022541249,1.968756,NA,0.0812528270738754
"322","PDI",-0.040663,34.04,26.68,1801977450,NA,31.55,31.78,56555840.202,139014.1,168266.23,2.318,"PIMCO Dynamic Income Fund",56577000,0.2832,-0.023737,0.086721,-0.040663,0.076741,-0.013321,-0.031326,0.020833,-0.019397,-0.007479,NA,"2019-04-10",13.74,0.536716373274239,2.646,NA,0.0830769230769231
"323","NRGX",-0.09604,21.5,17.29,NA,NA,19.96,18.96,NA,119165.2,104832.53,NA,"PIMCO Energy & Tactical Credit Opportunities Fund",0,0.009901,0.009901,0.009901,-0.095792,-0.095792,-0.108154,-0.076125,0.010232,-0.072843,-0.004632,NA,"2019-03-29",NA,-0.174510056904466,NA,NA,NA
"324","PGP",-0.18169,15.25,9.72,NA,NA,12.8,11.99,NA,32898.2,47437.23,NA,"PIMCO Global StocksPLUS & Income Fund",0,-0.496202,-0.482334,-0.352518,-0.18169,-0.011064,-0.212203,-0.047541,0.024691,-0.068164,0.00519,NA,"2019-04-10",NA,0.782318126525954,NA,NA,NA
"325","PHK",-0.106113,9.09,7.3,1012870750,NA,8.16,7.93,130690908.912,322685.5,408217.83,0.2931,"PIMCO High Income Fund",130693000,-0.469456,-0.387739,-0.098194,-0.106113,-0.03125,-0.139845,-0.023929,-0.015248,-0.04439,-0.016497,NA,"2019-04-10",26.44,0.500930748931308,0.968395,NA,0.124954193548387
"326","PKO",-0.040422,28.04,23.21,419281200,NA,26.37,26.87,15891982.704,74394.7,64122.9,0.7559,"PIMCO Income Opportunity Fund",15912000,0.0742,-0.075368,0.03368,-0.040422,0.03577,-0.001894,-0.014216,0.01074,-0.056232,-0.004157,NA,"2019-04-10",34.86,0.39159620212848,2.28,NA,0.086527514231499
"327","PFL",-0.057214,12.11,10.11,NA,NA,11.48,11.74,NA,83984.5,95423.73,NA,"PIMCO Income Strategy Fund",0,-0.413293,-0.027341,-0.005927,-0.057214,0.035519,-0.012163,-0.044538,-0.003506,-0.057214,-0.013877,NA,"2019-04-10",NA,0.305952849119281,NA,NA,NA
"328","PFN",-0.017992,10.79,8.88,642037810,NA,10.28,10.54,61907737.395,163420,214015.43,0.2974,"PIMCO Income Strategy Fund II",61913000,-0.475262,-0.02507,0,-0.017992,0.071281,0,-0.010496,0.013685,-0.035349,-0.010496,NA,"2019-04-10",34.87,0.299257524128626,0.96,NA,0.0925747348119576
"329","PMF",0.086692,15.33,12.15,367738860,NA,14.06,14.67,25730217.102,57508.8,65390.87,1.1802,"PIMCO Municipal Income Fund",25734000,0.011111,0.036299,0.087379,0.086692,0.108611,0.021444,-0.047968,-0.025903,-0.033807,-0.045424,NA,"2019-04-10",12.11,0.119642801007786,0.71604,NA,0.0501077676696991
"330","PML",0.135915,16.2,12.4,930811200,NA,14.53,15.64,59576707.74,158410.7,148049.83,1.1433,"PIMCO Municipal Income Fund II",62220000,0.019471,0.231933,0.122511,0.135915,0.107328,0.057244,-0.015789,-0.050761,-0.063244,-0.046526,NA,"2019-04-10",13.08,0.0411928971818326,0.78,NA,0.0521390374331551
"331","PMX",0.05694,13,10.76,NA,NA,12.13,12.5,NA,66737.2,60135.07,NA,"PIMCO Municipal Income Fund III",0,-0.11934,0.139474,0.083534,0.05694,0.027682,-0.027035,-0.043478,-0.047314,-0.059382,-0.062352,NA,"2019-04-10",NA,-0.0214774285389301,NA,NA,NA
"332","PNF",0.176371,14.65,10.98,NA,NA,13.02,13.68,NA,14994.9,10471.97,NA,"PIMCO New York Municipal Income Fund",0,-0.043639,0.123371,0.007794,0.176371,0.170445,0.056061,0.048909,0.002164,0.004323,-0.024493,NA,"2019-04-10",NA,0.102727086010537,NA,NA,NA
"333","PNI",-0.004266,12.39,10.37,130132170,NA,11.47,11.73,10447304.994,18704.9,22024.63,-0.1747,"PIMCO New York Municipal Income Fund II",11151000,-0.208304,-0.039283,-0.032674,-0.004266,0.087605,0,-0.000856,-0.023431,0.003439,-0.019328,NA,"2019-04-10",-66.8,0.0297555474170938,0.60828,NA,0.0521233933161954
"334","PYN",-0.076375,10.5,8.26,NA,NA,9.64,9.67,NA,28566.2,17665.57,NA,"PIMCO New York Municipal Income Fund III",0,-0.29635,0.007315,-0.020325,-0.076375,-0.005482,-0.093,-0.070373,-0.069744,-0.065911,-0.049266,NA,"2019-04-10",NA,0.0386128059063668,NA,NA,NA
"335","RCS",-0.064682,10.69,8.8,NA,NA,9.77,9.65,NA,124620.4,110944.17,NA,"PIMCO Strategic Income Fund, Inc.",0,-0.162791,-0.079545,-0.030907,-0.064322,-0.060464,-0.118617,-0.056573,-0.046705,-0.094085,-0.009402,NA,"2019-04-10",NA,0.449681489895934,NA,NA,NA
"336","PNW",0.151125,99.81,77.19,10453256320,96,92.61,93.63,111926321.648,1079555.2,1077988.87,4.4839,"Pinnacle West Capital Corp.",112304000,1.785991,0.671495,0.100813,0.151125,0.123205,-0.02309,-0.04061,-0.01105,0.006379,0.006814,"2019-11-01","2019-07-31",20.76,0.194233393311728,2.9075,NA,0.031236570691878
"337","PINS",0.190164,36.83,23.05,15760299126,1797,28.84,30.47,154483901.863,4602756.8,5837380,NA,"Pinterest, Inc.",154489000,0.209016,0.209016,0.209016,0.190164,0.190164,0.190164,0.042729,-0.098696,-0.134942,0.029787,"2019-11-06",NA,NA,0.0521439977858297,NA,NA,NA
"338","PHD",-0.042611,11.08,9.56,NA,NA,10.46,10.48,NA,69991.3,61905.83,NA,"Pioneer Floating Rate Trust",0,-0.458,-0.118699,-0.116544,-0.042611,0.051793,0.005714,-0.004713,0.017341,0.002849,0.006673,NA,NA,NA,0.211337796157509,NA,NA,NA
"339","PHT",0.003254,9.51,7.76,NA,NA,8.93,9.23,NA,67874,80139.6,NA,"Pioneer High Income Trust",0,-0.363636,-0.494806,-0.074148,0.003254,0.149068,0.045198,0.006529,0.018722,-0.003233,0,NA,NA,NA,0.254820741577036,NA,NA,NA
"340","MAV",-0.015668,11.18,10,NA,NA,10.71,10.93,NA,77096.7,64176.63,NA,"Pioneer Municipal High Income Advantage Trust",0,-0.284,-0.294813,-0.051237,-0.015668,0.022989,0.02201,-0.001869,-0.03697,-0.03523,-0.024658,NA,NA,NA,0.00636717424366455,NA,NA,NA
"341","MHI",0.057118,12.78,10.61,NA,NA,11.86,12.52,NA,90279.8,73549.13,NA,"Pioneer Municipal High Income Trust",0,-0.199468,-0.208936,0.017751,0.057118,0.078924,0.032618,-0.013934,-0.045995,-0.052009,-0.039137,NA,NA,NA,0.0263994772868907,NA,NA,NA
"342","PXD",-0.208521,189.78,114.79,22636311920,3177,142.21,131.27,165071414.4,1482329.2,1634088.7,5.3281,"Pioneer Natural Resources Co.",167144000,4.940327,-0.249328,-0.093761,-0.208521,0.008414,-0.022731,-0.063481,0.086831,0.064116,0.025985,"2019-11-11","2019-09-26",25.42,1.35525635397983,0.48,"2019-09-26",0.00354426641069187
"343","PJC",0.024131,82.52,61.35,1109112270,1262,72.76,74.19,13567387.344,69079.8,77179.93,4.789,"Piper Jaffray Cos.",14203000,0.913953,0.931471,0.351396,0.024131,0.168487,0.048329,0.076361,0.089273,0.040506,0.042312,"2019-10-24","2019-08-22",16.31,1.07579076657486,1.5,NA,0.0192086054552439
"344","PBI",-0.389946,8.56,3.14,767341000,13300,5.63,3.88,169464610.9,3135548.4,3637826.17,0.913,"Pitney Bowes, Inc.",170900000,-0.819713,-0.777949,-0.635331,-0.389946,-0.267537,-0.347384,0.063981,0.293948,0.210243,0.039352,"2019-10-31","2019-08-22",4.92,1.71317591512675,0.475,NA,0.105790645879733
"345","PVT",0.038815,10.4,9.75,58477500,NA,10.07,10.18,NA,71105,115655.47,NA,"Pivotal Acquisition Corp.",0,0.001021,0.001021,0.001021,0.038815,0.038815,0.038815,-0.0107,0.005935,0.000984,-0.001963,NA,NA,NA,-0.0353437107278247,NA,NA,NA
"346","PVTL",-0.301267,24.39,8.03,4097985180,2949,16.59,11.75,79249128.956,2662688.2,6216015.43,-0.504,"Pivotal Software, Inc.",99703000,0.355372,0.355372,0.355372,-0.301267,-0.087623,-0.246457,0.32238,0.063571,0.573996,0.001345,"2019-12-11",NA,-29.54,0.969042969377996,NA,NA,NA
"347","PJT",-0.164586,54.83,35.28,1020458244,590,41.33,39.92,19933607.824,96819.4,109817.67,0.8965,"PJT Partners, Inc.",23108000,0.541152,0.541152,0.213938,-0.164586,0.110664,0.059755,0.09551,0.077073,0.09551,0.034192,"2019-11-04","2019-09-03",49.26,1.22755739308526,0.2,NA,0.00452898550724638
"348","PAA",-0.142005,26.14,19.33,15690557250,4900,23.29,22.77,447222344.85,2161554.7,2363329.93,4.1752,"Plains All American Pipeline LP",727425000,0.897934,-0.600784,-0.177606,-0.142005,0.048614,-0.129891,-0.086404,-0.006906,-0.055191,0.021307,"2019-11-05","2019-07-30",5.17,0.894581489492087,1.26,NA,0.0584144645340751
"349","PAGP",-0.093061,25.82,19.17,17710031997,4900,23.44,23.21,161470813.51,1286499,1515916.2,3.1665,"Plains GP Holdings LP",166990000,-0.596661,-0.693808,-0.198983,-0.093061,0.076029,-0.109419,-0.074552,-0.003587,-0.049208,0.00543,"2019-11-05","2019-07-30",7.02,0.887335153718362,1.26,NA,0.0567056705670567
"350","PLNT",0.261045,81.9,44.97,5788050940,1052,67.62,72.29,83890770.684,1420690.4,1493543.83,1.2286,"Planet Fitness, Inc.",84012000,3.569375,3.569375,2.494742,0.261045,0.166667,-0.070483,-0.227318,-0.10457,-0.183943,-0.010761,"2019-11-05","2016-11-18",50.88,1.24964241217629,NA,NA,NA
"351","PLT",-0.412171,62.97,26.09,1414446240,7490,41.16,33.17,32644975.968,488429.5,596075.37,-4.9648,"Plantronics, Inc.",39576000,2.548518,0.21141,-0.040452,-0.412171,0.080085,-0.283624,-0.169803,0.306287,0.00875,0.081392,"2019-10-29","2019-08-19",-7.2,1.44907027684312,0.6,NA,0.0167879127028539
